,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
193705,   -8.34,    0.24,   -0.73,   -3.10,    0.54,   -2.15,   -0.07,   -2.50,   -2.79,    0.48,    0.66,   -1.52,   -2.86,    0.36,   -0.81,   -1.35,   -3.41,   -1.83,   -5.90
193706,  -11.10,   -4.23,   -2.96,   -7.76,   -4.48,   -3.29,   -2.67,   -5.14,   -8.94,   -4.94,   -3.48,   -2.78,   -3.88,   -2.11,   -3.64,   -3.33,   -6.60,   -6.37,  -17.61
193707,   22.38,    9.25,    8.01,   10.96,    8.66,   10.59,    7.07,   10.36,   10.71,    7.51,   10.06,   11.56,    9.62,    8.25,    6.15,    9.41,   11.31,   11.46,    8.60
193708,  -10.51,   -4.25,   -4.62,   -7.62,   -3.16,   -6.11,   -4.98,   -5.84,   -7.85,   -3.87,   -2.30,   -8.41,   -3.77,   -6.22,   -3.99,   -4.38,   -7.29,   -6.82,  -10.84
193709,  -25.68,  -12.61,  -12.77,  -19.59,  -12.12,  -15.80,  -10.46,  -16.61,  -20.99,  -12.51,  -11.67,  -14.56,  -17.00,  -14.70,   -7.14,  -15.61,  -17.63,  -20.30,  -23.08
193710,   -7.68,  -10.19,   -7.65,  -13.93,  -10.20,   -9.34,   -6.97,   -9.91,  -16.33,   -9.92,  -10.52,  -10.17,   -8.51,   -7.62,   -6.50,   -9.18,  -10.68,  -15.33,  -19.44
193711,  -13.03,   -8.86,   -7.87,   -8.41,   -8.85,   -9.21,   -7.57,   -7.21,   -9.13,   -7.66,  -10.23,   -8.91,   -9.49,  -10.33,   -5.60,   -6.94,   -7.50,   -8.46,  -11.31
193712,  -15.10,   -4.41,   -3.19,   -7.28,   -3.85,   -5.28,   -2.46,   -6.38,   -6.99,   -1.60,   -6.54,   -6.74,   -3.84,   -2.37,   -2.53,   -5.20,   -7.64,   -4.44,  -15.59
193801,   -0.63,    1.39,   -0.13,   -0.32,    1.63,    0.68,   -0.67,    0.87,   -1.42,   -0.08,    3.79,    0.37,    0.97,    1.86,   -2.38,    0.68,    1.07,   -1.24,   -2.12
193802,    3.32,    6.44,    5.40,    5.93,    6.12,    7.43,    4.63,    6.17,    5.88,    5.96,    6.32,    7.81,    7.06,    8.71,    1.75,    6.34,    5.99,    4.21,   12.20
193803,  -37.24,  -23.79,  -22.77,  -30.57,  -23.46,  -24.32,  -22.05,  -26.04,  -33.10,  -23.73,  -23.12,  -25.23,  -23.46,  -25.07,  -19.78,  -24.72,  -27.48,  -29.99,  -44.00
193804,   26.23,   14.03,   14.62,   16.23,   13.52,   15.32,   14.40,   17.59,   13.22,   11.36,   16.13,   16.26,   14.44,   15.84,   13.39,   15.76,   19.67,   11.57,   20.59
193805,  -10.54,   -3.67,   -3.82,   -5.99,   -3.58,   -5.39,   -2.31,   -6.50,   -5.24,   -3.00,   -4.25,   -4.07,   -6.65,   -4.10,   -1.01,   -6.23,   -6.79,   -5.37,   -4.71
193806,   41.77,   25.90,   21.29,   29.93,   25.71,   27.11,   19.15,   24.11,   33.32,   27.01,   24.20,   26.71,   27.51,   22.44,   16.87,   22.23,   26.18,   32.13,   38.16
193807,    7.19,    6.87,    7.72,   10.15,    8.04,    5.76,    7.70,    7.21,   13.08,    6.06,   11.03,    4.35,    7.97,    8.01,    7.27,    7.22,    7.20,   11.16,   17.03
193808,  -19.66,   -0.49,   -6.00,   -5.83,    0.03,   -3.68,   -5.44,   -4.64,   -8.27,   -0.78,    1.20,   -1.67,   -6.70,   -4.90,   -6.19,   -5.70,   -3.25,   -8.33,   -8.16
193809,   -0.28,    1.33,    0.46,   -1.23,    1.20,    1.43,   -0.10,    0.26,   -2.74,    1.64,    0.57,    1.62,    1.13,   -0.56,    0.55,    0.25,    0.28,   -1.62,   -4.93
193810,   12.18,    7.04,    7.61,   14.58,    7.20,    5.90,    7.11,   13.20,   19.10,    6.72,    7.89,    6.67,    4.69,    9.14,    4.31,   15.58,   10.15,   19.61,   18.09
193811,  -19.76,   -1.22,   -2.10,   -3.32,   -1.57,   -0.53,   -2.98,   -2.97,   -3.88,   -1.24,   -2.04,   -0.42,   -0.70,   -3.27,   -2.57,   -3.14,   -2.73,   -2.98,   -5.74
193812,    3.92,    3.33,    4.50,    7.81,    3.45,    4.05,    3.87,    4.17,   10.30,    4.25,    2.29,    3.07,    5.65,    4.66,    2.74,    3.38,    5.22,    9.71,   11.52
193901,    2.01,   -5.32,   -6.38,  -10.90,   -6.04,   -4.84,   -5.78,   -7.98,  -12.37,   -5.42,   -6.94,   -3.67,   -6.70,   -5.12,   -6.74,   -6.98,   -9.29,  -11.45,  -14.26
193902,   -8.24,    3.44,    3.21,    6.81,    2.96,    3.38,    3.69,    6.07,    7.32,    2.21,    4.07,    4.52,    1.51,    4.66,    2.25,    5.92,    6.28,    7.10,    7.78
193903,  -19.98,   -9.97,  -14.01,  -21.59,  -11.06,   -9.27,  -13.70,  -18.29,  -25.32,   -8.82,  -14.34,   -7.60,  -12.08,  -15.01,  -11.72,  -18.80,  -17.60,  -23.72,  -28.67
193904,   -8.69,   -0.14,   -0.05,   -2.50,   -0.48,    0.42,   -0.18,   -1.84,   -0.83,   -0.84,    0.08,    0.59,    0.12,    0.01,   -0.47,   -0.12,   -4.12,   -1.19,   -0.02
193905,   -2.86,    6.96,    5.82,    9.36,    7.08,    6.28,    5.74,    7.46,   10.24,    6.76,    7.59,    6.70,    5.53,    7.07,    3.78,    6.71,    8.48,   10.21,   10.31
193906,   -7.13,   -4.45,   -6.70,  -11.09,   -4.37,   -5.51,   -5.49,   -8.54,  -13.57,   -3.64,   -5.49,   -4.62,   -7.12,   -5.70,   -5.17,   -8.53,   -8.55,  -12.94,  -14.98
193907,   -1.77,   11.40,    8.75,   13.71,   11.29,    8.88,    9.40,   10.11,   17.52,    9.91,   13.32,   11.91,    7.57,    8.71,   10.52,   10.40,    9.17,   15.89,   20.49
193908,   -2.78,   -6.43,   -6.17,  -11.21,   -6.04,   -5.87,   -7.43,   -7.36,  -14.12,   -5.02,   -7.50,   -8.29,   -4.78,   -7.04,   -8.06,   -7.33,   -7.46,  -11.86,  -18.06
193909,  119.46,   13.99,   17.73,   43.27,   13.20,   12.91,   18.08,   31.95,   54.01,   10.58,   17.05,   17.90,   10.76,   16.91,   19.98,   32.43,   30.38,   46.66,   67.82
193910,  -27.09,    0.04,   -0.81,   -4.44,    0.04,    0.10,   -0.34,   -3.12,   -5.28,    0.63,   -0.79,    0.04,    0.12,    0.20,   -1.19,   -3.08,   -3.25,   -4.25,   -6.97
193911,  -14.06,   -2.75,   -3.94,  -10.40,   -2.42,   -2.51,   -4.12,   -7.62,  -13.13,   -1.80,   -3.30,   -4.31,   -1.68,   -4.50,   -3.52,   -7.94,   -6.58,  -10.59,  -17.43
193912,  -31.05,    3.61,    2.14,    0.88,    3.70,    2.58,    2.75,    0.77,    1.38,    3.87,    3.46,    3.15,    2.33,    3.73,    1.20,    0.94,    0.24,    1.89,    0.45
194001,   -3.74,   -2.20,   -2.51,   -4.72,   -2.13,   -1.80,   -2.18,   -4.52,   -6.13,   -2.23,   -2.00,   -2.52,   -1.48,   -2.56,   -1.55,   -5.01,   -2.88,   -4.61,   -8.92
194002,  -14.77,    1.30,    1.47,    1.79,    0.96,    1.84,    1.09,    2.11,    1.81,    0.77,    1.25,    2.94,    1.35,    0.81,    1.55,    2.22,    1.76,    1.94,    1.58
194003,   23.74,    2.42,    1.52,    2.26,    2.66,    1.03,    1.97,    2.31,    1.88,    2.48,    2.92,    1.29,    0.91,    1.98,    1.96,    2.17,    2.75,    2.49,    0.71
194004,  -16.20,   -0.03,    0.26,    0.98,    0.06,   -0.25,    0.92,    0.64,    0.07,    0.37,   -0.37,   -0.47,   -0.15,    0.56,    1.50,    0.18,    2.13,    0.94,   -1.62
194005,  -19.64,  -22.23,  -21.17,  -26.26,  -21.97,  -20.45,  -23.36,  -22.59,  -28.99,  -19.83,  -25.06,  -23.51,  -19.06,  -22.84,  -24.17,  -22.51,  -22.84,  -25.78,  -35.42
194006,    4.35,    4.95,    8.09,   10.16,    4.80,    7.22,   10.15,    5.56,   14.77,    3.48,    6.85,    5.67,    7.88,   10.95,    8.87,    5.77,    4.87,   14.99,   14.28
194007,   -7.50,    3.41,    3.14,    3.31,    3.92,    2.29,    3.45,    3.54,    2.88,    3.45,    5.12,    2.14,    2.55,    3.27,    4.06,    3.44,    3.72,    3.28,    2.17
194008,   -0.88,    2.22,    1.88,    3.26,    2.92,    1.16,    1.44,    2.60,    2.91,    2.99,    2.74,    0.48,    2.28,    0.45,    4.90,    2.07,    3.58,    2.22,    4.12
194009,    8.70,    3.19,    1.39,    1.67,    3.51,    2.57,    0.60,    0.63,    2.77,    3.56,    3.39,    2.36,    2.91,    0.56,    0.70,    0.64,    0.62,    2.63,    3.03
194010,   -0.89,    0.94,    6.32,    7.83,    0.45,    3.01,    6.06,    8.59,    9.15,   -0.16,    1.97,    2.20,    4.31,    5.78,    6.99,    9.73,    6.53,   11.08,    5.86
194011,    7.11,   -1.91,   -1.27,   -0.59,   -2.58,   -0.79,   -0.85,    0.24,   -4.48,   -2.57,   -2.62,   -0.22,   -1.69,   -0.97,   -0.48,   -1.39,    3.30,   -4.52,   -4.41
194012,  -14.69,    0.57,    0.86,   -0.19,    0.23,    1.25,    0.20,    0.83,    0.53,    0.53,   -0.49,    1.39,    1.03,    0.56,   -1.00,    1.78,   -0.86,    1.80,   -1.70
194101,    6.47,   -5.03,   -3.78,   -1.35,   -5.77,   -3.89,   -2.93,   -3.15,   -0.29,   -6.29,   -4.52,   -3.22,   -4.98,   -2.84,   -3.21,   -3.59,   -2.34,   -1.83,    2.52
194102,   -4.70,   -1.61,   -1.50,   -0.76,   -1.54,   -1.70,   -1.24,   -1.55,   -0.52,   -1.78,   -0.94,   -1.79,   -1.56,   -0.95,   -2.21,   -1.86,   -0.99,   -0.02,   -1.37
194103,   -2.89,    0.54,    1.20,    3.43,    0.51,    0.71,    1.71,    1.48,    4.17,    0.45,    0.65,    0.62,    0.87,    2.16,    0.20,    0.79,    2.72,    3.00,    6.23
194104,  -13.95,   -6.52,   -4.62,   -2.50,   -6.47,   -6.35,   -3.98,   -3.57,   -2.18,   -6.30,   -6.88,   -6.63,   -5.90,   -3.51,   -5.60,   -3.99,   -2.82,   -2.64,   -1.40
194105,    2.94,    0.95,    2.51,    2.24,    1.18,    1.26,    2.53,    2.80,    0.74,    1.48,    0.46,    0.39,    2.67,    2.93,    1.12,    2.26,    3.74,    0.49,    1.16
194106,   -1.98,    6.15,    5.65,    3.81,    6.45,    5.31,    6.29,    4.54,    4.28,    6.65,    5.99,    5.42,    5.12,    6.45,    5.70,    5.24,    3.35,    4.15,    4.50
194107,   19.21,    3.84,    8.30,   11.34,    4.56,    3.73,    8.38,    9.69,   17.98,    4.30,    5.22,    2.24,    6.59,    8.58,    8.21,   11.29,    8.61,   15.56,   20.05
194108,   -0.22,    0.66,   -0.92,   -1.98,    0.81,    0.10,   -1.52,   -1.16,   -2.07,    0.95,    0.43,    0.34,   -0.35,   -0.47,   -2.42,   -0.02,   -1.94,   -0.99,   -2.95
194109,   -7.68,   -0.07,   -2.18,   -1.71,    0.14,   -1.02,   -2.59,   -1.42,   -2.24,   -0.06,    0.65,   -0.54,   -1.92,   -2.16,   -2.97,   -1.33,   -1.48,    0.43,   -4.46
194110,   10.46,   -6.10,   -3.47,   -3.19,   -6.62,   -4.85,   -2.84,   -2.66,   -5.13,   -6.95,   -5.79,   -4.89,   -4.77,   -4.22,   -1.63,   -3.15,   -2.32,   -3.26,   -6.78
194111,   12.80,   -2.27,   -0.77,   -1.90,   -1.82,   -2.64,    0.04,   -1.66,   -3.45,   -1.63,   -2.31,   -3.29,   -1.41,   -1.58,    1.42,   -2.28,   -1.23,   -1.57,   -5.16
194112,  -19.41,   -4.70,   -3.86,   -9.85,   -3.51,   -5.01,   -4.67,   -8.81,   -9.45,   -3.09,   -4.58,   -7.38,   -0.57,   -6.45,   -3.18,   -7.07,  -10.03,  -10.39,   -8.56
194201,   14.19,   -1.66,    1.01,   11.20,   -2.73,    0.65,    0.88,    7.10,   13.78,   -3.96,    0.45,    0.89,    0.24,    3.96,   -1.59,    2.96,   10.09,    8.42,   18.69
194202,   -3.32,   -2.25,   -2.71,   -2.27,   -2.49,   -2.00,   -3.17,   -2.29,   -1.13,   -2.87,   -1.54,   -1.71,   -2.49,   -2.72,   -3.56,   -1.56,   -2.78,   -4.81,    1.94
194203,  -14.12,   -5.83,   -7.35,   -6.07,   -5.48,   -6.84,   -7.89,   -5.84,   -6.38,   -5.92,   -4.42,   -6.60,   -7.28,   -8.58,   -7.30,   -5.71,   -5.93,   -5.34,   -7.19
194204,  -12.23,   -4.62,   -4.44,   -2.99,   -3.69,   -6.35,   -3.76,   -3.67,   -2.61,   -3.01,   -5.34,   -6.76,   -5.65,   -2.87,   -4.51,   -4.40,   -3.17,   -2.55,   -2.65
194205,    0.27,    7.35,    4.76,    0.79,    7.77,    5.87,    5.01,    2.32,   -0.91,    7.63,    8.10,    6.35,    5.05,    4.23,    5.67,    3.45,    1.56,    1.03,   -2.45
194206,    0.84,    3.00,    2.53,    2.67,    4.37,    1.07,    1.91,    2.72,    2.62,    4.43,    4.23,   -0.29,    3.50,    2.62,    1.30,    2.76,    2.69,    2.74,    2.52
194207,    2.52,    2.72,    4.28,    7.13,    2.18,    4.29,    3.47,    5.47,    7.56,    1.89,    2.69,    3.91,    4.89,    2.92,    4.16,    4.52,    6.82,    3.42,   11.79
194208,    7.96,    1.73,    1.80,    3.86,    1.41,    1.98,    1.44,    3.45,    4.14,    0.99,    2.15,    2.43,    1.28,    0.74,    2.30,    3.30,    3.65,    5.91,    2.47
194209,    6.03,    2.62,    2.84,    4.01,    2.93,    2.72,    1.93,    2.57,    5.69,    3.38,    2.12,    1.97,    3.90,    2.05,    1.78,    2.42,    2.79,    2.41,    8.86
194210,   22.41,    5.36,    7.87,   12.47,    5.30,    5.57,    9.08,   10.36,   14.18,    5.30,    5.30,    5.48,    5.71,    7.90,   10.54,    9.76,   11.19,   13.52,   14.79
194211,   -2.11,    1.05,    0.07,   -4.39,    0.92,    1.64,   -0.06,   -3.50,   -5.09,    1.38,    0.11,    1.33,    2.12,    0.60,   -0.84,   -3.24,   -3.86,   -2.07,   -7.84
194212,   -7.86,    4.87,    5.84,    5.41,    5.89,    3.93,    5.75,    6.18,    4.06,    5.32,    6.90,    2.69,    5.82,    5.89,    5.59,    6.00,    6.44,    3.23,    4.86
194301,   17.46,    5.43,    8.37,   12.08,    5.62,    5.92,    9.07,    9.25,   15.96,    5.86,    5.19,    5.02,    7.24,    9.92,    8.03,    9.26,    9.23,   16.33,   15.60
194302,   63.04,    4.90,    7.15,   12.39,    3.79,    6.33,    8.18,   10.06,   14.69,    2.95,    5.29,    7.40,    4.80,    7.58,    8.92,    9.66,   10.61,   13.17,   16.17
194303,  -15.05,    4.25,    7.44,   11.86,    4.23,    5.10,    8.31,    9.08,   13.53,    3.46,    5.57,    4.30,    6.28,    9.07,    7.37,    8.02,   10.51,   11.75,   15.20
194304,    0.87,   -0.12,    1.34,    3.64,   -0.58,    1.03,    1.16,    1.10,    7.83,   -0.56,   -0.61,    0.90,    1.23,    0.91,    1.48,    1.81,    0.16,    4.38,   10.97
194305,   12.74,    5.09,    5.94,    8.42,    5.25,    4.83,    7.00,    6.60,    9.35,    5.05,    5.60,    4.74,    4.97,    7.46,    6.42,    5.86,    7.59,    7.88,   10.61
194306,   -5.49,    2.13,    1.90,    0.08,    2.00,    2.97,    0.41,    1.03,   -0.73,    0.89,    3.89,    2.41,    3.79,    0.20,    0.67,    1.20,    0.81,    3.48,   -4.25
194307,    1.37,   -4.77,   -3.94,   -6.00,   -5.44,   -3.63,   -3.02,   -5.47,   -7.90,   -5.47,   -5.34,   -3.47,   -4.02,   -1.88,   -4.92,   -6.34,   -4.85,   -5.55,  -10.26
194308,   -4.80,    1.49,    1.20,    0.29,    1.49,    1.40,    1.29,    0.55,    0.25,    1.24,    2.26,    1.47,    1.22,    1.24,    1.37,    0.90,    0.31,    0.77,   -0.30
194309,    4.27,    2.21,    2.77,    3.02,    2.37,    1.95,    2.75,    3.00,    4.32,    2.30,    2.58,    1.91,    2.05,    2.76,    2.73,    4.03,    2.26,    3.46,    5.25
194310,  -11.74,   -1.43,   -0.91,    0.46,   -1.77,   -1.10,   -0.95,    0.91,   -0.40,   -1.92,   -1.29,   -0.79,   -1.89,   -0.12,   -2.37,    0.82,    0.98,   -0.53,   -0.26
194311,  -16.50,   -4.81,   -6.72,   -9.55,   -5.05,   -4.56,   -6.86,   -7.96,  -13.47,   -4.47,   -6.79,   -4.37,   -5.07,   -6.54,   -7.42,   -8.94,   -7.24,  -11.49,  -15.53
194312,    9.76,    5.75,    7.25,    8.00,    5.59,    6.15,    7.20,    7.31,   11.21,    4.97,    7.49,    6.06,    6.39,    6.24,    8.89,    8.81,    6.23,   10.47,   12.02
194401,   -4.28,    0.86,    1.87,    4.96,    0.81,    1.11,    2.37,    2.50,    7.33,    0.43,    1.95,    0.95,    1.53,    1.74,    3.45,    1.04,    3.59,    5.36,    9.46
194402,   -4.39,    0.08,    0.80,    2.13,    0.25,    0.06,    0.64,    0.77,    4.97,    0.27,    0.17,   -0.23,    0.80,    1.43,   -0.69,    1.25,    0.43,    3.80,    6.18
194403,    6.96,    2.20,    2.66,    4.09,    2.55,    1.89,    2.20,    3.51,    5.38,    2.75,    1.94,    1.55,    2.75,    1.46,    3.47,    3.82,    3.28,    4.99,    5.77
194404,   -8.34,   -1.41,   -1.96,   -1.97,   -1.39,   -1.55,   -2.09,   -1.54,   -2.95,   -1.30,   -1.66,   -1.44,   -1.83,   -1.94,   -2.33,   -1.83,   -1.34,   -1.36,   -4.55
194405,   -0.27,    4.64,    5.22,    5.71,    4.50,    4.86,    5.11,    5.20,    7.82,    4.57,    4.29,    4.93,    4.69,    4.81,    5.63,    6.33,    4.38,    8.16,    7.46
194406,   44.78,    5.03,    5.59,    7.97,    5.66,    4.42,    4.65,    7.50,    8.83,    5.41,    6.44,    3.83,    5.93,    5.03,    4.02,    7.63,    7.40,    9.22,    8.42
194407,    0.00,   -1.62,   -1.44,   -0.94,   -1.75,   -1.47,   -1.17,   -1.38,   -0.75,   -2.13,   -0.77,   -1.29,   -1.69,   -1.40,   -0.81,   -1.48,   -1.27,   -1.68,    1.23
194408,  -20.00,    1.44,    1.53,    1.25,    1.71,    0.70,    2.43,    2.05,    0.58,    1.64,    1.87,    0.79,    0.59,    2.41,    2.45,    1.68,    2.48,    1.35,   -1.04
194409,    0.00,    0.37,   -0.23,   -0.24,    0.46,   -0.35,   -0.05,    0.25,    0.04,    0.44,    0.52,    0.14,   -0.96,    0.29,   -0.59,    1.12,   -0.75,    0.30,   -0.52
194410,    0.00,   -0.06,    0.81,   -0.15,   -0.33,    0.78,    0.83,   -0.21,    0.21,   -0.17,   -0.74,    0.59,    1.01,    0.94,    0.64,    0.31,   -0.81,    0.44,   -0.29
194411,  -99.99,    1.16,    2.32,    3.24,    1.11,    1.75,    2.16,    2.87,    3.31,    1.13,    1.05,    1.28,    2.34,    1.84,    2.67,    2.67,    3.11,    2.51,    5.06
194412,  -99.99,    2.61,    4.74,    9.85,    2.42,    3.54,    5.23,    5.34,   12.08,    2.13,    3.17,    3.05,    4.14,    5.52,    4.77,    5.01,    5.72,    8.97,   18.68
194501,  -99.99,    0.86,    3.22,    3.51,    1.28,    1.17,    3.23,    5.10,    2.18,    1.08,    1.80,   -0.14,    2.78,    2.67,    4.12,    4.24,    6.11,    4.05,   -1.45
194502,  -99.99,    5.19,    6.40,   10.08,    5.44,    5.38,    6.19,    8.23,   10.40,    5.48,    5.33,    4.60,    6.31,    6.60,    5.55,    7.14,    9.49,    9.26,   12.72
194503,  -99.99,   -3.24,   -4.57,   -4.98,   -3.89,   -3.04,   -4.12,   -5.61,   -4.58,   -3.81,   -4.08,   -1.69,   -4.63,   -3.92,   -4.43,   -5.50,   -5.74,   -4.58,   -4.58
194504,  -99.99,    6.79,    8.13,   10.73,    7.58,    6.54,    7.83,    8.46,   11.62,    7.44,    7.94,    4.91,    8.51,    8.05,    7.47,    7.97,    9.02,    9.61,   15.59
194505,  -99.99,    2.04,    1.16,    1.81,    1.70,    1.92,    1.52,    0.83,    2.47,    0.82,    3.91,    2.87,    0.81,    1.68,    1.27,    1.14,    0.49,    1.90,    3.55
194506,  -99.99,   -1.10,    0.89,    3.99,   -1.72,    0.29,    0.95,    2.04,    5.19,   -1.83,   -1.44,    0.40,    0.16,    0.68,    1.39,    2.46,    1.57,    2.44,   10.31
194507,  -99.99,   -1.49,   -1.95,   -4.62,   -1.45,   -0.87,   -3.02,   -2.72,   -5.00,   -1.10,   -2.32,   -1.67,   -0.36,   -3.65,   -2.03,   -1.92,   -3.69,   -3.45,   -7.11
194508,  -99.99,    8.58,    4.67,    2.98,    8.67,    5.86,    5.02,    4.03,    2.57,    7.98,   10.37,    8.21,    4.42,    5.24,    4.68,    4.07,    3.98,    4.21,    0.24
194509,  -99.99,    4.65,    4.59,    5.82,    5.06,    3.46,    4.37,    5.68,    6.54,    5.17,    4.77,    2.87,    3.83,    4.15,    4.72,    6.93,    4.12,    5.41,    8.20
194510,  -99.99,    2.51,    5.13,    5.71,    2.49,    3.28,    5.71,    6.83,    4.96,    2.47,    2.55,    2.60,    3.72,    6.19,    4.95,    6.28,    7.53,    4.98,    4.93
194511,  -99.99,    3.16,    6.14,    9.67,    2.98,    5.15,    5.81,    7.73,   10.42,    2.19,    4.88,    3.94,    5.92,    5.66,    6.05,    7.61,    7.88,    8.00,   13.89
194512,  -99.99,    1.88,    1.29,   -0.21,    1.89,    1.18,    1.69,    0.93,   -0.57,    1.91,    1.84,    1.83,    0.78,    2.40,    0.59,    1.13,    0.67,   -0.12,   -1.17
194601,  -99.99,    6.25,    5.26,    8.47,    6.11,    5.53,    4.99,    6.89,    9.32,    5.77,    6.90,    6.89,    4.69,    5.02,    4.93,    7.23,    6.45,    9.05,    9.69
194602,  -99.99,   -5.91,   -5.11,   -7.37,   -5.82,   -4.89,   -5.16,   -6.91,   -7.70,   -5.30,   -7.02,   -6.31,   -3.98,   -5.00,   -5.41,   -7.20,   -6.55,   -6.87,   -8.84
194603,  -99.99,    5.24,    6.95,    5.25,    5.09,    5.44,    8.18,    7.31,    4.12,    4.83,    5.71,    5.88,    5.17,    8.37,    7.87,    6.76,    8.00,    4.79,    3.18
194604,  -99.99,    3.79,    5.39,    3.18,    3.74,    4.20,    6.00,    5.36,    2.40,    3.59,    4.09,    4.03,    4.31,    6.47,    5.25,    5.65,    5.00,    3.33,    1.08
194605,  -99.99,    3.36,    3.74,    6.28,    3.00,    4.39,    2.81,    5.74,    6.69,    3.10,    2.78,    4.91,    4.07,    3.24,    2.11,    6.04,    5.35,    3.79,   10.87
194606,  -99.99,   -4.43,   -2.84,   -4.43,   -4.47,   -3.43,   -1.96,   -5.74,   -3.67,   -4.13,   -5.28,   -4.26,   -2.90,   -1.69,   -2.42,   -5.38,   -6.20,   -3.60,   -3.77
194607,  -19.51,   -2.85,   -2.47,   -2.72,   -2.51,   -3.84,   -2.29,   -1.74,   -3.47,   -2.26,   -2.77,   -4.07,   -3.62,   -4.04,   -1.28,   -2.01,   -1.26,   -1.03,   -6.76
194608,   -9.52,   -6.47,   -6.40,   -6.40,   -6.24,   -6.83,   -6.85,   -5.35,   -7.38,   -6.08,   -6.40,   -7.31,   -6.36,   -6.68,   -6.95,   -5.80,   -4.53,   -6.59,   -8.51
194609,  -21.53,  -10.01,   -8.90,  -12.30,  -10.23,   -9.66,   -8.51,   -8.88,  -14.00,   -9.67,  -10.81,   -9.19,  -10.11,  -10.63,   -7.32,   -8.71,   -9.18,  -10.54,  -19.02
194610,   -0.61,   -2.54,   -1.67,    0.50,   -2.52,   -2.33,   -2.97,   -0.04,    1.14,   -3.75,   -1.24,   -2.60,   -2.07,   -1.31,   -3.86,    0.29,   -0.63,    0.12,    2.78
194611,   -3.68,   -0.30,    0.64,    0.01,   -0.09,    0.00,    0.40,    0.53,   -0.10,    1.05,   -1.24,   -1.09,    1.04,   -2.62,    2.09,    0.72,    0.19,   -0.05,   -0.17
194612,   -2.55,    5.31,    5.18,    3.99,    5.52,    6.07,    4.73,    4.44,    3.72,    5.11,    5.95,    4.51,    7.54,    5.78,    4.17,    4.42,    4.47,    3.92,    3.41
194701,    5.23,    2.30,   -0.26,    2.12,    1.96,    0.44,    1.54,    0.02,    1.97,   -0.15,    4.12,    3.57,   -2.42,    2.02,    1.28,   -1.30,    2.39,    2.03,    1.87
194702,    4.35,   -0.02,   -1.28,   -1.50,    0.26,   -0.63,   -1.45,   -1.53,   -1.60,   -0.74,    1.25,   -1.04,   -0.24,   -1.07,   -1.66,   -1.66,   -1.32,   -1.22,   -2.19
194703,   -4.76,   -1.88,   -1.20,   -1.64,   -1.69,   -2.18,   -2.32,    0.21,   -2.29,   -1.96,   -1.43,   -2.58,   -1.79,   -2.41,   -2.27,    0.62,   -0.51,   -0.84,   -4.60
194704,  -19.38,   -5.35,   -4.01,   -5.08,   -5.21,   -5.89,   -3.83,   -3.82,   -5.13,   -5.84,   -4.61,   -5.89,   -5.89,   -6.27,   -2.49,   -3.16,   -4.98,   -4.04,   -6.94
194705,   -6.98,   -1.31,   -0.12,   -2.24,   -1.33,   -1.17,   -1.65,    0.83,   -2.41,   -1.27,   -1.38,   -1.25,   -1.10,   -1.52,   -1.72,    2.39,   -1.95,   -1.84,   -3.39
194706,    6.67,    6.36,    4.63,    4.58,    6.15,    6.89,    1.97,    5.94,    4.77,    7.08,    5.26,    7.18,    6.62,    7.68,   -1.03,    6.84,    4.26,    4.55,    5.15
194707,   33.33,    3.60,    3.69,    7.23,    3.56,    3.98,    3.48,    4.40,    7.75,    3.14,    4.13,    3.78,    4.14,    3.58,    3.40,    3.92,    5.32,    6.77,    9.38
